Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
YES,Model X,19,00000010,Remote – Education,Over The Air,0.0,0.0
YES,Model X,19,00004107,Alert Diagnosis - Repair,General diagnosis conclusion,0.06,0.06
YES,Model X,19,00004108,Alert Diagnosis (Repair) - Create New Service Activity for Repair,Test/Adjust,0.06,0.06
YES,Model X,19,00005914,Service Collision Estimate,Inspection,0.0,0.0
NO,Model X,19,00014105,1 Year/12500 Mile/20000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00014205,2 Year/25000 Mile/40000 km Service (Pre-paid Plan only),Maintenance,3.8,3.8
NO,Model X,19,00014305,3 Year/37500 Mile/60000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00014405,4 Year/50000 Mile/80000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
NO,Model X,19,00014505,5 Year/62500 Mile/100000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00014705,6 Year/75000 Mile/120000 km Service (Pre-paid plan only),Maintenance,3.8,3.8
NO,Model X,19,00014805,7 Year/87500 Mile/140000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00014905,8 Year/100000 Mile/160000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
NO,Model X,19,00015005,9 Year/112500 Mile/180000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00015205,10 Year/125000 Mile/200000 km Service (Pre-paid Plan Only),Maintenance,3.8,3.8
NO,Model X,19,00015305,11 Year/137500 Mile/220000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
NO,Model X,19,00015405,12 Year/150000 Mile/240000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
YES,Model X,19,00020003,Firmware Update,Over The Air,0.06,0.06
YES,Model X,19,00020007,Firmware Update - Garage,Update,0.05,0.05
YES,Model X,19,00020010,Remote – Known Characteristic of Current Firmware,Over The Air,0.25,0.25
YES,Model X,19,00020020,Remote – Over the Air Update,Over The Air,0.25,0.25
YES,Model X,19,00022008,User Data (Factory Reset),Restore,0.05,0.05
YES,Model X,19,00023003,Clear Filesystem Caches,Module Reset/Reflashed,0.05,0.05
YES,Model X,19,00030100,PDI (Without Test Drive),Inspection,0.12,0.12
YES,Model X,19,00030410,Vehicle Health Check,Inspection,1.5,1.5
NO,Model X,19,00030420,Four Wheel Check (on Lift),Test/Adjust,0.3,0.3
NO,Model X,19,00031600,Perform Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,1.0,1.0
NO,Model X,19,00031700,Perform Etterkontroll Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,0.4,0.4
YES,Model X,19,00032201,Loaner Registration Confirmation,Inspection,0.2,0.2
NO,Model X,19,00034300,TC support TAB Vehicle Configuration Change,Test/Adjust,0.2,0.2
YES,Model X,19,00040100,Perform Post-Repair Validation Test Drive,Test/Adjust,0.3,0.3
NO,Model X,19,00050300,OBD Connector (Retrofit),Retrofit,0.24,0.24
YES,Model X,19,00100004,General Diagnosis,General Diagnosis,0.5,0.5
YES,Model X,19,00100014,Diagnosis: Unable to Replicate Concern,General diagnosis conclusion,0.0,0.0
YES,Model X,19,00100024,Remote Diagnosis,Remote Diagnostics,0.3,0.3
YES,Model X,19,10000004,Adjustment: Body / Closure Components,Test/Adjust,0.4,0.4
YES,Model X,19,10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
YES,Model X,19,10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
YES,Model X,19,10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,0.6,0.6
YES,Model X,19,10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
YES,Model X,19,10010015,Tesla Body Structural - Reassemble Parts,Test/Adjust,1.0,1.0
NO,Model X,19,100111134,test ,Repair,0.5,0.5
NO,Model X,19,10012012,Cover - Tow Hook - Rear (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,10012812,Fascia Assembly - Rear - Upper (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,10012902,Fascia Assembly - Rear - Lower (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,19,10012912,Trim - Lower - Fascia - Rear (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,19,10013002,Fascia Assembly - Rear (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,19,10013102,Bumper Assembly - Rear (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,19,10014602,Air Extractor -  Rear - Outer - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,10014902,Air Extractor -  Rear - Outer - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,10016002,Cover - Trailer Hitch (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,10016502,Door Assembly - Rear Lower - LH (Remove & Replace),Remove and Replace,3.18,3.18
NO,Model X,19,10016602,Door Assembly - Rear Lower - RH (Remove & Replace),Remove and Replace,3.18,3.18
YES,Model X,19,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
NO,Model X,19,10100113002,ASSEMBLY - PANEL  REAR QUARTER OUTER LOWER LEFT HAND,Remove and Replace,2.94,2.94
NO,Model X,19,10100113102,ASSEMBLY - PANEL  REAR QUARTER OUTER LOWER RIGHT HAND,Remove and Replace,2.94,2.94
NO,Model X,19,10100113902,"REAR QUARTER COMPLETE, LEFT HAND",Remove and Replace,13.6,13.6
NO,Model X,19,10100114502,WHEELEFTOUSE REAR- LEFT,Remove and Replace,9.75,9.75
NO,Model X,19,10100114602,"REAR QUARTER COMPLETE, RIGHT HAND",Remove and Replace,13.6,13.6
NO,Model X,19,10100115202,WHEELEFTOUSE REAR-RIGHT,Remove and Replace,9.75,9.75
NO,Model X,19,10100115302,"REAR QUARTER OUTER COMPLETE, LEFT HAND",Remove and Replace,8.35,8.35
NO,Model X,19,10100115502,"REAR QUARTER OUTER COMPLETE, RIGHT HAND",Remove and Replace,8.35,8.35
NO,Model X,19,10100129402,ASSEMBLY - PANEL  C-PILLAR LOWER EXTENSION LEFT HAND,Remove and Replace,3.66,3.66
NO,Model X,19,10100129502,ASSEMBLY - PANEL  C-PILLAR LOWER EXTENSION RIGHT HAND,Remove and Replace,3.66,3.66
NO,Model X,19,10100129802,ASSEMBLY-A PILLAR OUTER LEFT HAND,Remove and Replace,6.45,6.45
NO,Model X,19,10100129902,ASSEMBLY-A PILLAR OUTER RIGHT HAND,Remove and Replace,6.45,6.45
NO,Model X,19,10100131002,B-PILLAR COMPLETE - LEFT HAND,Remove and Replace,16.1,16.1
NO,Model X,19,10100131102,B-PILLAR COMPLETE - RIGHT HAND,Remove and Replace,16.1,16.1
NO,Model X,19,10100131402,"REAR QUARTER COMPLETE, RIGHT HAND",Remove and Replace,0.42,0.42
NO,Model X,19,10100301036,Hood | Complete | Seam Sealer,Installation,0.54,0.54
NO,Model X,19,10100301602,SECOND ROW SEAT FLOOR PANEL,Remove and Replace,3.96,3.96
NO,Model X,19,10100301802,SECOND ROW SEAT MOUNT (REAR OBLONG),Remove and Replace,1.14,1.14
NO,Model X,19,10100302,Hood Assembly (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,10100303202,ASSEMBLY-CROSSMEMBER REAR TORQUE BOX LOWER,Remove and Replace,10.75,10.75
NO,Model X,19,10100303702,MOUNT- REAR SEAT REAR M10 OBLONG,Remove and Replace,2.04,2.04
NO,Model X,19,10100661036,Falcon Door | Complete | Seam Seal,Installation,0.9,0.9
NO,Model X,19,10100701036,Liftgate | Complete | Seam Seal,Installation,0.9,0.9
NO,Model X,19,10101007502,COWL LOWER,Remove and Replace,9.6,9.6
NO,Model X,19,10101007702,ASY-COWL TOP,Remove and Replace,4.02,4.02
NO,Model X,19,10101022502,ASSEMBLY - SHOTGUN SUPPORT - LEFT HAND,Remove and Replace,0.78,0.78
NO,Model X,19,10101022602,ASSEMBLY - SHOTGUN SUPPORT - RIGHT HAND,Remove and Replace,0.78,0.78
NO,Model X,19,10101022702,ASY-CROSSMEMBER TOEBOARD,Remove and Replace,29.65,29.65
NO,Model X,19,10101023202,"SHOTGUN, LEFT HAND",Remove and Replace,3.54,3.54
NO,Model X,19,10101023302,"SHOTGUN, RIGHT HAND",Remove and Replace,3.54,3.54
NO,Model X,19,10101808002,"ASY, TRUNK WATERFALL CROSSMEMBER UPPER",Remove and Replace,12.3,12.3
NO,Model X,19,10101808102,BUMPER PLATE - LEFT HAND,Remove and Replace,10.1,10.1
NO,Model X,19,10101808202,BUMPER PLATE - RIGHT HAND,Remove and Replace,10.1,10.1
NO,Model X,19,10101808302,EXTENSION - REAR TRUNK FLOOR PANEL  - LEFT HAND,Remove and Replace,2.1,2.1
NO,Model X,19,10101808402,EXTENSION - REAR TRUNK FLOOR PANEL  - RIGHT HAND,Remove and Replace,2.1,2.1
NO,Model X,19,10101808702,REAR END PANEL,Remove and Replace,9.35,9.35
NO,Model X,19,10101809102,TRUNK WATERFALL CROSSMEMBER LOWER,Remove and Replace,10.45,10.45
NO,Model X,19,10101819902,ASSEMBLY - TRUNK PANEL,Remove and Replace,7.75,7.75
NO,Model X,19,10101820002,ASSEMBLY MOTORBAY COVER,Remove and Replace,4.92,4.92
NO,Model X,19,10101820102,"ASSEMBLY, TRUNK FLOOR",Remove and Replace,3.9,3.9
NO,Model X,19,10101820402,ASSEMBLY-MEMBER RAIL REAR LEFT HAND,Remove and Replace,32.6,32.6
NO,Model X,19,10101820502,ASSEMBLY-MEMBER RAIL REAR RIGHT HAND,Remove and Replace,32.6,32.6
NO,Model X,19,10101820602,WATERFALL PANEL,Remove and Replace,4.38,4.38
NO,Model X,19,10101821202,"Rear Panel (Vehicles Built After May 21, 2024)",Remove and Replace,7.9,7.9
NO,Model X,19,10101821402,"Trunk Waterfall Panel (Vehicles Built Through May 21, 2024)",Remove and Replace,2.76,2.76
NO,Model X,19,10101904202,"WHEEL ARCH OUTER, LEFT HAND",Remove and Replace,10.45,10.45
NO,Model X,19,10101904302,"WHEEL ARCH OUTER, RIGHT HAND",Remove and Replace,10.45,10.45
NO,Model X,19,10101915802,"WHEELEFT HANDOUSE EXTENSION, LEFT HAND",Remove and Replace,4.98,4.98
NO,Model X,19,10101915902,"WHEELEFT HANDOUSE EXTENSION, RIGHT HAND",Remove and Replace,4.98,4.98
NO,Model X,19,10102030,Rear Door Adjustment - 0.6,Test/Adjust,0.6,0.6
NO,Model X,19,10102808,NOT APPLICABLE - DO NOT USE,Restore,0.0,0.0
NO,Model X,19,10102908,NOT APPLICABLE - DO NOT USE,Restore,0.0,0.0
NO,Model X,19,10103200302,SECOND ROW SEAT MOUNT (REAR OUTBOARD),Remove and Replace,2.22,2.22
NO,Model X,19,10106502,Door Assembly - Rear Lower - LH (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model X,19,10106602,Door Assembly - Rear Lower - RH (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model X,19,10106702,Door Assembly - Rear Upper - LH (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model X,19,10106802,Door Assembly - Rear Upper - RH (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model X,19,10107002,Liftgate (Remove & Replace),Remove and Replace,3.78,3.78
YES,Model X,19,10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
YES,Model X,19,10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
YES,Model X,19,10109008,Structural Body Repair,Repair,0.0,0.0
YES,Model X,19,10109108,Non-Structural Body Repair,Restore,0.0,0.0
YES,Model X,19,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
NO,Model X,19,10200702,Sensor - HVAC - Light/Temperature/Humidity (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model X,19,10203002,Glass - Rear Quarter - LH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,19,10203102,Glass - Rear Quarter - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,19,10204002,Backlight Glass (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model X,19,10206002,Sensor - Relative Humidity and Temperature (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,10209000,Secondary Image Separation Test,Inspection,0.1,0.1
YES,Model X,19,1027521,Assistance with Refund of Reservation,Test/Adjust,0.0,0.0
NO,Model X,19,11330401832,Diagnosis: Falcon Door Ultrasonic ,Diagnosis Only,0.6,0.6
NO,Model X,19,11330502,Gas Strut - Hood - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11330602,Gas Strut - Hood - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11330702,C-Clips - Strut - Hood - LH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11330722,C-Clips - Strut - Liftgate - LH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11330822,C-Clips - Strut - Liftgate - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11331002,Strut - Rear Door - Primary - LH - Forward (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11331102,Strut - Rear Door - Primary - LH - Rear (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11331202,Strut - Rear Door - Primary - LH - Pair (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11331302,Strut - Rear Door - Primary - RH - Forward (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11331402,Strut - Rear Door - Primary - RH - Rear (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11331502,Strut - Rear Door - Primary - RH - Pair (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11331602,Strut - Rear Door - Secondary - LH - Forward (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11331702,Strut - Rear Door - Secondary - LH - Rear (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,11331802,Strut - Rear Door - Secondary - LH - Pair (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11331902,Strut - Rear Door - Secondary - RH - Forward (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,11332002,Strut - Rear Door - Secondary - RH - Rear (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11332102,Strut - Rear Door - Secondary - RH - Pair (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11332902,C-Clips - Strut - Hood - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11333002,Switch - Rear Door - Door Mounted - LH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,19,11333102,Switch - Rear Door - Door Mounted - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,19,11333202,Module - Rear Door Controller - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11333302,Module - Rear Door Controller - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11333702,Switch - Rear Door - B-pillar - LH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11333802,Switch - Rear Door - B-pillar - RH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11334202,Power Strut - Liftgate (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11334302,Sensor - Ultrasonic - Rear Door - RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,19,11334312,Sensor - Ultrasonic - Rear Door - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,19,11334402,Gas Strut - Liftgate (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11334502,Module - Ultrasonic Door Sensors - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,19,11334602,Module - Ultrasonic Door Sensors - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,19,11334702,Carrier - Sensor - Ultrasonic - Rear Door - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,19,11334902,Carrier - Sensor - Ultrasonic - Rear Door - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,19,11335012,Liftgate Ball Stud - Set  (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,11335022,Module - Rear Door Electromechanical Controller - LH (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model X,19,11335032,Ball Stud - Liftgate - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11335042,Ball Stud - Liftgate - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11335402,Bumper - Liftgate - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11335412,Bumper - Liftgate - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11336022,Module - Rear Door Electromechanical Controller - RH (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model X,19,11339112,Bumper - Sprung - Hood (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11339302,Bump Stop - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11339402,Bump Stop - Rear Door - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11339702,Bumper - Rear - Rear Door - Upper - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11339802,Bumper - Rear - Rear Door - Upper - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11350602,Cover - Lower Latch - Door - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11350702,Cover - Lower Latch - Door - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11352002,Latch - Hood (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11352212,Cable - Latch - Hood - Primary (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,11352302,Actuator - Latch - Hood - Secondary (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,11352312,Cable - Latch - Hood - Secondary (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,11352902,Striker - Hood (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11353402,Striker - Liftgate (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,11353702,Latch - Door - Rear - LH  (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,19,11353712,Latch and Actuator Assembly - Door - Rear - LH (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,19,11353732,Shroud - Latch - Door - Rear - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11353802,Latch - Door - Rear - RH  (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model X,19,11353812,Latch and Actuator Assembly - Door - Rear - RH (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,19,11353832,Shroud - Latch - Door - Rear - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,11354002,Striker - Door - Rear - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,19,11354102,Striker - Door - Rear - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model X,19,11355002,Latch - Liftgate (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,11355602,Exterior Release Switch - Liftgate (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model X,19,11404102,Handle - Emergency Release - Liftgate (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11451502,Bezel - Exterior Door Handle - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11451602,Bezel - Exterior Door Handle - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11452002,Handle Carrier - Exterior Release - Door - Rear - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,19,11452102,Handle Carrier - Exterior Release - Door - Rear - RH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,19,11500302,Door Glass - LH - Rear (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,11500402,Door Glass - RH - Rear (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,11500502,Door Glass Assembly - Rear - Upper - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,11500602,Door Glass Assembly - Rear - Upper - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,11501602,Fixed Glass - Rear Door - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,19,11501702,Fixed Glass - Rear Door - RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model X,19,11504002,Applique - C-Pillar - LH (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,19,11504102,Applique - C-Pillar - RH (Remove & Replace),Remove and Replace,1.2,1.2
YES,Model X,19,11700004,Adjustment: Seal,Test/Adjust,0.2,0.2
NO,Model X,19,11700802,Seal - B-Pillar Applique - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11700902,Seal - B-Pillar Applique - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11701402,Closeout Panel - Door - Rear - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,11701502,Closeout Panel - Door - Rear - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,11701802,Seal - Hood (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11701812,Aero Seal - Hood (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11702002,Seal - Liftgate (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,11702502,Seal - Outer Belt - Rear Door - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11704402,Seal - Outer Belt - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11704502,Seal - Outer Belt - Rear Door- RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11705402,Seal - Rear Door Cantrail - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,19,11705502,Seal - Rear Door Cantrail - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,19,11706002,Seal - Door - Rear - Upper - LH (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model X,19,11706102,Seal - Door - Rear - Upper - RH (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model X,19,11707302,Protector - Lower Edge - Rear Door - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,11707402,Protector - Lower Edge - Rear Door - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,11707502,Seal - Door Glass - Lower - Rear - LH (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,19,11707602,Seal - Door Glass - Lower - Rear - RH (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,19,11709002,Seal - Lower NVH Extrusion - LH (Remove and Replace),Remove and Replace,0.66,0.66
NO,Model X,19,11709102,Seal - Lower NVH Extrusion - RH (Remove & Replace),Remove and Replace,0.66,0.66
YES,Model X,19,12000004,Adjustment: Exterior Trim,Test/Adjust,0.2,0.2
NO,Model X,19,12010202,Noise Absorber - Motor Bay - Rear (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model X,19,12030502,Panel - Aero Shield - Mid (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,12030802,Diffuser - Rear Fascia (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12050602,Vehicle Configuration Badge (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,12050606,Vehicle Configuration Badge (Retrofit),Retrofit,0.24,0.24
NO,Model X,19,12050607,Vehicle Configuration Badge (Remove),Modify,0.06,0.06
NO,Model X,19,12050702,Tesla Badge - Rear (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,12054102,Plaid Graphic Badge (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,12054202,Plaid Letter Badge (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,19,12091102,Door Mirror Assembly - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,19,12091202,Door Mirror Assembly - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model X,19,12091702,Skull Cap - Door Mirror - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12091802,Skull Cap - Door Mirror - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12092002,Glass - Door Mirror - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12092102,Glass - Door Mirror - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12200102,Applique - B-Pillar - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,12200202,Applique - B-Pillar - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,12202402,Carrier - Rocker Panel - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12202502,Carrier - Rocker Panel - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12206202,Applique - Roof - Rear (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,19,12207002,Applique - Liftgate (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,19,12207006,Mud Flaps (Retrofit),Retrofit,0.12,0.12
YES,Model X,19,12208583,Mud Flaps (PDI Retrofit),Retrofit,0.0,0.0
NO,Model X,19,12220102,Active Spoiler Assembly (Remove & Replace),Remove and Install,0.3,0.3
NO,Model X,19,12220402,Spoiler - Rear (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,19,12221002,Motor - Active Spoiler (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12221202,Torque Rod - Active Spoiler - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12221302,Torque Rod - Active Spoiler - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,19,12221802,Stanchion - Active Spoiler - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,19,12221902,Stanchion - Active Spoiler - RH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model X,19,12222002,Stanchion - Passive Spoiler - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,12222012,Carrier - Stanchion - Passive Spoiler - LH (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,19,12222022,Carrier - Stanchion - Passive Spoiler - RH (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,19,12222102,Stanchion - Passive Spoiler - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model X,19,12222202,Applique - Spoiler (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model X,19,12250902,Panel - Cowl Screen (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,12251012,Cover - Shock Tower - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model X,19,12251112,Cover - Shock Tower - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model X,19,12270402,Trim - Liftgate Trough - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,12270502,Trim - Liftgate Trough - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model X,19,12270702,Stop - Liftgate - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12270802,Stop - Liftgate - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model X,19,12271002,Garnish - Liftgate Trough - Rear Fascia (Remove & Replace),Remove and Replace,0.12,0.12
