Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model 3,7,15051052,Check Base - Sun Visor - Driver (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15051072,Check Base - Magnetic - Sun Visor - Driver (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15051301,Glare Shield - Rear View Mirror,Remove and Install,0.12,0.12
NO,Model 3,7,15051802,Quad Camera Cover - Upper (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15110102,Cover - Latch - Power Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15110202,Trim - Lid - Power Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15111102,Garnish - Trunk (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15111107,Garnish - Trunk (Modify),,0.12,0.12
NO,Model 3,7,15111902,Trim - Lid - Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15112102,Speaker Grille - Parcel Shelf - LH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,15112402,Speaker Grille - Parcel Shelf - RH (Remove and Replace),Remove and Replace,0.3,0.3
YES,Model 3,7,15130004,Diagnosis: Closures,General Diagnosis,0.65,0.65
NO,Model 3,7,15132002,Panel - Door Trim - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15132102,Panel - Door Trim - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15132702,NVH Pad - Panel - Door Trim - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15132802,NVH Pad - Panel - Door Trim - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15180502,Trim - Sill Panel - Rear - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,15180602,Trim - Sill Panel - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15182402,Trim - A-Pillar - Lower - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15182502,Trim - A-Pillar - Lower - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15182602,Trim - A-Pillar - Middle - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15182702,Trim - A-Pillar - Middle - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15183002,Trim - B-Pillar - Upper - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15183102,Trim - B-Pillar - Upper - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15183402,Trim - B-Pillar - Lower - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,15183502,Trim - B-Pillar - Lower - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,15184002,Trim - A-Pillar - Upper - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15184102,Trim - A-Pillar - Upper - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15185002,Footrest - Driver (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15185102,Trim - C-Pillar - Rear - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,15185202,Trim - C-Pillar - Rear - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,15186002,Trim - C-Pillar - Upper - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15186102,Trim - C-Pillar - Upper - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15190102,Center Console (1.0) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,15190112,Center Console (2.0) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,15190502,Air Vent - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15190702,Panel - Air Vent - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15192002,Trim - Center Console - Rear (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15192502,Armrest - Center Console (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,15195002,End Panel - Center Console (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,15195202,Panel - Lower Rear - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15196402,Phone Tray - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15196602,Puddle Lamp - Center Console,Remove and Replace,0.36,0.36
NO,Model 3,7,15202402,Overhead Console - Rear (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,15241102,Hood Latch Cover (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15243002,Trim - Package Tray (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,15243102,Flip Door - Tether Anchor - LH (Remove and Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,15243202,Flip Door - Tether Anchor - Center (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,15243302,Flip Door - Tether Anchor - RH (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,15244802,Trim - Sill - Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15245302,Trim - Floor - Rear Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15245402,Carpet - Rear Trunk (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,15301902,Floor Mat Set (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15302702,Rear Carpet - Trunk (2-Piece) (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15303202,Carpet – Rear (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,1601010062,Ski Cover - HV Battery - Center,Remove and Replace,1.14,1.14
NO,Model 3,7,16010101,HV Battery (RWD),Remove and Install,3.54,3.54
NO,Model 3,7,16010102,HV Battery (RWD),Remove and Replace,5.4,5.4
NO,Model 3,7,16010103201,TBPRM3 - 04000,Remove and Install,0.0,0.0
NO,Model 3,7,16010103202,TBPRM3 - 04000,Remove and Replace,0.0,0.0
NO,Model 3,7,16010116,"Retrofit LFP HV Battery, Suspension, and Chassis Components",Retrofit,7.4,7.4
NO,Model 3,7,16010126,Retrofit Enhanced HV Battery and Suspension Components,Retrofit,7.25,7.25
YES,Model 3,7,16010201,HV Battery (AWD),Remove and Install,3.6,3.6
YES,Model 3,7,16010202,HV Battery (AWD),Remove and Replace,5.4,5.4
NO,Model 3,7,16010500,HV Battery Health Test,Inspection,0.15,0.15
NO,Model 3,7,16011002,Flood Port - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,16011102,Flood Port - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,16014567,PTC Heater Electronics,Retrofit,1.14,1.14
YES,Model 3,7,16015300,Discharge HV Battery (At Pack Contactors),Test/Adjust,0.96,0.96
NO,Model 3,7,16019725,Check SOC Imbalance,Inspection,0.2,0.2
NO,Model 3,7,16100400,Ancillary Bay Air Leak Test,Inspection,0.54,0.54
NO,Model 3,7,16100410,Ancillary Bay Air Leak Test (Busbar Type),Test/Adjust,0.42,0.42
NO,Model 3,7,16101002,Cover - Ancillary Bay (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,16101602,Cover - HV Probe - HV Battery (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,16102000,Platter Enclosure Air Leak Test,Test/Adjust,0.6,0.6
NO,Model 3,7,16102010,Platter Enclosure Coolant Leak Test,Inspection,1.38,1.38
YES,Model 3,7,16102100,HV Battery Air Leak Test,Test/Adjust,0.6,0.6
NO,Model 3,7,16102102,Vent Assembly - HV Battery - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,16102112,Vent Assembly - HV Battery - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,16102202,Skid Plate - HV Battery - Rear (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,16102602,Ski - Center Rail - HV Battery (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model 3,7,16102612,Ski - Center Rail - HV Battery (Dual Motor) (Remove & Replace),Remove and Replace,2.1,2.1
NO,Model 3,7,16102702,Flood Ports - 2nd Generation (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,16102706,Flood Ports - 2nd Generation (Retrofit),Retrofit,0.9,0.9
NO,Model 3,7,16103002,Seal - Perimeter - HV Battery (Remove & Replace),Remove and Replace,3.6,3.6
NO,Model 3,7,16106486,Vent Assembly - HV Battery - Pair (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,16200200,Ancillary Bay Coolant Leak Test,Inspection,2.16,2.16
NO,Model 3,7,16202202,Tube - Output - Coolant - Power Conversion System (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model 3,7,16300002,Pyrotechnic Battery Disconnect (Remove & Replace),Remove and Replace,1.26,1.26
YES,Model 3,7,16300100,Resistance Meter (Zero Adjust),Test/Adjust,0.05,0.05
NO,Model 3,7,16300107,Cover - Ancillary Bay (Swap) (Battery On Table),Modify,0.36,0.36
NO,Model 3,7,16300207,Controller - High Voltage (Rework) (Battery On Table),Modify,0.24,0.24
NO,Model 3,7,16300307,Cover - Ancillary Bay (Rework) (Battery On Table,Modify,0.06,0.06
NO,Model 3,7,16301002,Power Conversion System (3-Phase) (Remove & Replace),Remove and Replace,2.58,2.58
NO,Model 3,7,16301601,HV Controller,Remove and Install,1.08,1.08
NO,Model 3,7,16301602,HV Controller,Remove and Replace,1.32,1.32
NO,Model 3,7,16302002,Contactor - Negative  - HV Battery (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model 3,7,16302102,Contactor - Positive - HV Battery (Remove and Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,16302602,Contactor - Fast Charge - HV Battery (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model 3,7,16303002,Busbar - HV Battery - Negative (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,16303102,Busbar - HV Battery - Positive (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model 3,7,16303602,Shunt - HV Battery (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model 3,7,16304102,Seal - Probe Lid - HV Battery (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,16304202,Fuse - A/C Compressor - HV Battery (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,16304402,Fuse - Power Conversion System - HV Battery (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,16305002,Harness - Ancillary Bay - HV Battery (Remove & Replace),Remove and Replace,3.96,3.96
NO,Model 3,7,16305102,Harness - HV Battery - PCS to HV Modules (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,16306002,Passthrough - DCDC - 12V (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model 3,7,16306052,Passthrough - DCDC - 12V (Cable Type) (Remove and Replace),Remove and Replace,1.2,1.2
NO,Model 3,7,16306402,Busbar - Contactor - Positive - HV Battery (Remove and Replace),Remove and Replace,3.06,3.06
NO,Model 3,7,16307102,AC Filter - Harness - Ancillary Bay - HV Battery (Remove & Replace),Remove and Replace,0.0,0.0
NO,Model 3,7,16307152,AC Filter - Harness - Ancillary Bay - HV Battery (3-Phase) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,16309000,HV Battery Contactor Seize Check,Test/Adjust,1.14,1.14
NO,Model 3,7,16309902,Switch - Pack Contactors - Ancillary Bay - HV Battery (Remove and Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,16900308,HV Battery Damage Evaluation (Reman),Retrofit,1.0,1.0
NO,Model 3,7,16900508,HV Battery Safety Check (Reman),Retrofit,1.0,1.0
NO,Model 3,7,16901808,Battery Enclosure Replacement (Reman),Sublet,0.0,0.0
NO,Model 3,7,16901908,Battery Module Replacement (Reman),Sublet,0.0,0.0
NO,Model 3,7,16902408,Charge/Discharge Test (Reman),Sublet,0.0,0.0
NO,Model 3,7,16902608,Battery Reassembly (Reman),Sublet,0.0,0.0
NO,Model 3,7,16902808,Battery Module Repair (Reman),Sublet,0.0,0.0
NO,Model 3,7,16903108,HV Battery Coolant Leak Rectification (Reman),Retrofit,1.0,1.0
NO,Model 3,7,16904008,Enclosure - HV Battery - Remanufactured (Reman),Retrofit,5.35,5.35
NO,Model 3,7,16904208,Enclosure - HV Battery - New (Reman),Retrofit,4.6,4.6
NO,Model 3,7,16904508,Baffle - Vent - HV Battery (Reman),Retrofit,0.15,0.15
NO,Model 3,7,16905008,Battery Management System (BMS) (Reman),Retrofit,0.45,0.45
NO,Model 3,7,16906208,Modules - HV Battery - Upper (Reman),Retrofit,0.25,0.25
NO,Model 3,7,16906408,Modules - HV Battery - Lower (Reman),Retrofit,0.7,0.7
YES,Model 3,7,17000004,Diagnosis: Driver Assistance,General Diagnosis,0.5,0.5
YES,Model 3,7,17000008,Jumpstart Vehicle (Restore),Restore,0.06,0.06
YES,Model 3,7,17010000,Vehicle HV Disablement Procedure,Test/Adjust,0.3,0.3
NO,Model 3,7,17010008,LV Battery - Recover (Heat Pump),Restore,0.06,0.06
NO,Model 3,7,17010400,12V Power (Lead Acid) (Heat Pump) (Disconnect & Connect),,0.06,0.06
NO,Model 3,7,17010410,LV Power (Li-Ion) (Disconnect & Connect),Modify,0.06,0.06
NO,Model 3,7,17011002,Vent Hose - 12V Battery (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17011202,Battery - 12V (Lead Acid) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,17011232,Battery - LV (Li-Ion) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,17012702,Beam - 12V Battery (RWD) (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,17012712,Beam - 12V Battery (Dual Motor) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,17014202,Strap - 12V Battery (Remove & Replace),Remove and Replace,0.12,0.12
YES,Model 3,7,17100008,Harness Connector - Reconnect,Restore,0.1,0.1
NO,Model 3,7,17100302,Harness - Center Console (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,17100802,Harness - Body - LH (Non-Busbar) (LHD) (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model 3,7,17100852,Harness - Body - LH (RHD) (Remove & Replace),Remove and Replace,3.24,3.24
NO,Model 3,7,17100862,Harness - Body - LH (Busbar) (RHD) (Remove & Replace),Remove and Replace,3.54,3.54
NO,Model 3,7,17100872,Harness - Body - LH (Busbar) (LHD) (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model 3,7,17100902,Harness - Body - RH (LHD) (Remove & Replace),Remove and Replace,3.72,3.72
NO,Model 3,7,17100952,Harness - Body - RH (RHD) (Remove & Replace),Remove and Replace,3.6,3.6
NO,Model 3,7,17101102,Harness - Fascia - Rear (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,17101302,Harness - Thermal Beam (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,17101542,Harness - Sub Assembly - Thermal (Heat Pump) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,17102012,Jumper Harness - Trailer Hitch (Remove and Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,17102402,Busbar - DCDC Ground (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,17102802,Harness - Rear Door - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,17102902,Harness - Rear Door - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,17103802,Harness - Seat - Driver (Remove and Replace)(RHD),Remove and Replace,0.66,0.66
NO,Model 3,7,17104102,Harness - HVAC Assembly (Heat Pump) (Remove & Replace),Remove and Replace,3.66,3.66
NO,Model 3,7,17104502,Harness - Trunk (Remove & Replace),Remove and Replace,0.54,0.54
YES,Model 3,7,17105006,Wire - Electrical Harness (Overlay),Retrofit,0.0,0.0
NO,Model 3,7,17106002,Harness - 12V Battery + (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,17106202,Harness - 12V Battery Ground (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,17106802,Harness - USB - Car Computer To Glove Box (LHD) (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,17106852,Harness - USB - Car Computer To Glove Box (RHD) (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model 3,7,17108100,Diagnosis: Low Voltage Distribution and Controllers,General Diagnosis,1.0,1.0
NO,Model 3,7,17108302,Harness - Filter - Antenna - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,17108402,Harness - Filter - Antenna - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,17130100019,M3 Headlights (Check Alignment),Inspection,0.18,0.18
NO,Model 3,7,17150016,Electronic Toll Collection System (Retrofit),Retrofit,0.6,0.6
NO,Model 3,7,17152102,Module - Body Controller - LH (LHD) (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,17152112,Module - Body Controller - LH (LHD) (Heat Pump) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,17152152,Module - Body Controller - LH (RHD) (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,17152202,Module - Body Controller - RH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model 3,7,17152212,Module - Body Controller - RH (LHD) (Heat Pump) (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,17152252,Module - Body Controller - RH (RHD) (Non-Heat Pump) (Remove and Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,17153582,Module - Body Controller - LH (RHD) (Heat Pump) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,17303002,Power Socket 12V - Center Console (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,17350902,Task Light - Footwell Cover - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17351702,Puddle Light - Footwell Cover - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17352202,Puddle Light - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17352302,Puddle Light - Rear Door - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17354202,Light - Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17355102,Task Light - Footwell Cover - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17400100,Headlights - Adjust - NA (Wall Method),Test/Adjust,0.12,0.12
NO,Model 3,7,17400102,Headlight  - LH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,17400106,Headlamps (SAE-to-Global) - Headlamp Assembly - Pair (Retrofit),Retrofit,0.6,0.6
YES,Model 3,7,17400150,Headlights - Adjust - NA (Tool Method),Test/Adjust,0.18,0.18
NO,Model 3,7,17400160,Headlights - Adjust - Global (Wall Method),Test/Adjust,0.18,0.18
NO,Model 3,7,17400170,Headlights - Adjust - Global (Tool Method),Test/Adjust,0.18,0.18
NO,Model 3,7,17400202,Headlight - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,17400252,Headlight  - Pair (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,17400802,ECU - Headlight - Pair (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,17400812,ECU - Headlight - LH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,17400822,ECU - Headlight - RH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,17402002,Taillight - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17402202,Taillight - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17402602,Light - License Plate (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17402702,Light - Fog/Reverse - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17402802,Light - Fog/Reverse - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17402902,Lights - Fog/Reverse - Rear - LH/RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,17403302,Tail Light Assembly - Pair (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,17403502,Reflector - Fascia - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17403602,Reflector - Fascia - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17404502,Reflex Lens - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17450306,Key Card - Program (No Keys Present),Program,0.06,0.06
NO,Model 3,7,17450513,Key Fob - Program (No Keys Present),Program,0.06,0.06
NO,Model 3,7,17450902,Battery - Key Fob (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,17451002,Siren - Battery Backed (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,17451802,Antenna - Bluetooth Passive Entry - Rear (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,17454002,Module - Body Controller - Security (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,17454012,Module - Body Controller - Security (2nd Generation) (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,17500302,Wiper Arm - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17500352,Wiper Arm - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17501352,Hose - Washer - Reservoir (RHD) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,17501802,Wiper Arms - Pair  (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,17502502,Wiper Module (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,17509602,Wiper Module (RHD) (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,1753010032,Horn - High Tone (Heat Pump) (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,1753010042,Horn - Low Tone (Heat Pump),Remove and Replace,0.12,0.12
NO,Model 3,7,17530100607,Triumph Horn,Modify,0.12,0.12
NO,Model 3,7,17530102,Horn - High Tone (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,17530302,Horn - Low Tone (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,17531202,Horn Assembly (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,17551002,Accelerator (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,18100002,Actuator - Vent¬†- RH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18100902,Sensor - Temperature - RH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18101002,HVAC Assembly (Non-Heat Pump) (Remove & Replace),Remove and Replace,4.38,4.38
NO,Model 3,7,18101012,HVAC Assembly (Heat Pump) (Remove & Replace),Remove and Replace,3.6,3.6
NO,Model 3,7,18101102,Thermistor - Duct - Upper - LH (Heat Pump) (Remove and Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,18101202,Thermistor - Duct - Upper - RH (Remove and Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,18101402,Thermistor - Duct - Upper - RH (Heat Pump) (Remove and Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,18102202,Actuator - Bleed - LH (Non-Heat Pump) (Remove & Replace),Remove and Replace,4.32,4.32
NO,Model 3,7,18102212,Actuator - Bleed - LH (Heat Pump) (Remove & Replace),Remove and Replace,3.3,3.3
NO,Model 3,7,18102302,Actuator - Bleed - RH (Non-Heat Pump) (Remove & Replace),Remove and Replace,4.32,4.32
NO,Model 3,7,18102312,Actuator - Bleed - RH (Heat Pump) (Remove & Replace),Remove and Replace,3.3,3.3
NO,Model 3,7,18103202,Blower Motor - HVAC (Non-Heat Pump) (Remove & Replace),Remove and Replace,3.84,3.84
NO,Model 3,7,18103205,Blower Motor - HVAC (Clean),Maintenance,0.3,0.3
NO,Model 3,7,18103212,Blower Motor - HVAC (Heat Pump) (Remove & Replace),Remove and Replace,2.22,2.22
NO,Model 3,7,18103402,Actuator - Vent - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18103502,Actuator - Vent - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,18104202,Thermistor - Duct - Lower - RH (Heat Pump) (Remove and Replace),Remove and Replace,3.3,3.3
NO,Model 3,7,18105302,Air Extractor - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,18105322,Air Extractor - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,18106002,Heater - PTC (RWD) (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model 3,7,18106302,Heater - PTC (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model 3,7,18107116,PTC Heater Vent Temperature Imbalance (Rework),Retrofit,0.6,0.6
NO,Model 3,7,18107202,Sensor - Ambient Air Temperature (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,18107212,Sensor - Ambient Air Temperature (Heat Pump) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18107602,Sensor - Temperature - Evaporator (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18107802,Sensor - Temperature - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18107902,Sensor - Temperature - RH                        (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18108002,Duct - Air Wave - LH (LHD) (Non-Heat Pump) (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model 3,7,18108012,Duct - Air Wave - LH (RHD) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18108102,Duct - Air Wave - RH (LHD) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,18108112,Duct - Air Wave - RH (Heat Pump) (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,18108152,Duct - Air Wave - RH (RHD) (Remove & Replace),Remove and Replace,1.74,1.74
NO,Model 3,7,18108602,Duct - Footwell - LH (LHD) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,18108632,Duct - Footwell - LH (RHD) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18108642,Duct - Footwell - RH (RHD) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18108702,Duct - Footwell - RH (LHD) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,18200332,Stone Guard（Heat Pump),Remove and Replace,1.26,1.26
NO,Model 3,7,18201012,Evaporator (Pre-Heat Pump) (Remove & Replace),Remove and Replace,5.64,5.64
NO,Model 3,7,18203011,A/C Compressor and Supermanifold,Remove and Install,1.92,1.92
NO,Model 3,7,18203012,A/C Compressor and Supermanifold,Remove and Replace,1.92,1.92
NO,Model 3,7,18203502,Acoustic Blanket - Compressor (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,18203506,Acoustic Blanket - Compressor (Retrofit),Remove and Replace,0.72,0.72
NO,Model 3,7,18203902,Compressor (Non-Heat Pump) (Remove & Replace),Remove and Replace,2.22,2.22
NO,Model 3,7,18203912,Compressor (Heat Pump) (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,18204902,Pipe - Low Pressure - Charge Port (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,18205002,TXV Valve­ Evaporator (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.48,0.48
