Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model 3,7,10100102202,ASSEMBLY - A PILLAR OUTER - RIGHT HAND,Remove and Replace,34.3,34.3
NO,Model 3,7,10100102802,"ASY, A PILLAR OUTER, LEFT HAND",Remove and Replace,34.3,34.3
NO,Model 3,7,10100121102,ASSEMBLY - B PILLAR OUTER - RIGHT HAND,Remove and Replace,21.7,21.7
NO,Model 3,7,10100121802,"ASSEMBLY, REAR QUARTER OUTER, POWERED TRUNK, LEFT",Remove and Replace,12.5,12.5
NO,Model 3,7,10100121902,"ASY, B PILLAR OTR, LEFT HAND",Remove and Replace,21.7,21.7
NO,Model 3,7,10100122302,PANEL - REAR QUARTER OUTER - LEFT,Remove and Replace,7.8,7.8
NO,Model 3,7,10100140402,Quarter Outer Assembly (Without Upper Trough),Remove and Replace,12.5,12.5
NO,Model 3,7,10100251036,Trunk | Complete | Seam Seal,Installation,1.62,1.62
NO,Model 3,7,10100301036,Hood | Complete | Seam Sealer,Installation,0.6,0.6
NO,Model 3,7,10100302,Hood Assembly (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,10100400202,ASSEMBLY - CONSOLE MOUNT - REAR,Remove and Replace,1.2,1.2
NO,Model 3,7,10100503202,Door Outer Panels Rear,Remove and Replace,2.64,2.64
NO,Model 3,7,10100503302,Door Outer Panels Rear,Remove and Replace,2.64,2.64
NO,Model 3,7,10100651036,Rear Door | Complete | Seam Seal,Installation,0.6,0.6
NO,Model 3,7,10101003402,ASSEMBLY - OUTER TOEBOARD - LEFT HAND,Remove and Replace,3.12,3.12
NO,Model 3,7,10101003502,ASSEMBLY - REAR SHOCK TOWER SUPPORT - LEFT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101003602,ASSEMBLY - REAR SHOCK TOWER SUPPORT - RIGHT HAND,Remove and Replace,8.85,8.85
NO,Model 3,7,10101003702,ASSEMBLY - SHOTGUN SHEAR WALL - LEFT HAND,Remove and Replace,2.34,2.34
NO,Model 3,7,10101003802,ASSEMBLY - SHOTGUN SHEAR WALL - RIGHT HAND,Remove and Replace,2.34,2.34
NO,Model 3,7,10101004302,PANEL - SHOCK TOWER CLOSEOUT - LEFT,Remove and Replace,4.08,4.08
NO,Model 3,7,10101010102,Shock Tower Closeout RIGHT,Remove and Replace,4.08,4.08
NO,Model 3,7,10101014802,ASSEMBLY - COWL TOP,Remove and Replace,3.6,3.6
NO,Model 3,7,10101014902,ASSEMBLY - DASH WITH COWL,Remove and Replace,18.5,18.5
NO,Model 3,7,10101015602,ASSEMBLY - SHOCK TOWER UPPER - LEFT HAND,Remove and Replace,11.8,11.8
NO,Model 3,7,10101015702,ASSEMBLY - SHOCK TOWER UPPER - RIGHT HAND,Remove and Replace,11.8,11.8
NO,Model 3,7,10101015902,ASSEMBLY - SHOTGUN TOWER - LEFT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101016002,ASSEMBLY - SHOTGUN TOWER - RIGHT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101016102,ASSEMBLY - TORQUE BOX OUTER - LEFT HAND,Remove and Replace,6.5,6.5
NO,Model 3,7,10101016202,ASSEMBLY - TORQUE BOX OUTER - RIGHT HAND,Remove and Replace,6.5,6.5
NO,Model 3,7,10101016302,ASSEMBLY DASH CROSSMEMBER,Remove and Replace,3.42,3.42
NO,Model 3,7,10101017102,PANEL - OUTER TOEBOARD - RIGHT,Remove and Replace,3.12,3.12
NO,Model 3,7,10101017502,PANEL - SHOTGUN OUTER - LEFT,Remove and Replace,4.2,4.2
NO,Model 3,7,10101028302,Toeboard,Remove and Replace,10.15,10.15
NO,Model 3,7,10101030402,Shotgun Outer,Remove and Replace,4.2,4.2
NO,Model 3,7,10101802002,ASSEMBLY - REAR PANEL COMPLETE,Remove and Replace,5.04,5.04
NO,Model 3,7,10101802702,PANEL - TRUNK FLOOR EXTENSION - LEFT,Remove and Replace,3.66,3.66
NO,Model 3,7,10101802902,REAR RAIL GLOVE UPPER - LEFT,Remove and Replace,10.7,10.7
NO,Model 3,7,10101803202,REAR RAIL GLOVE UPPER - RIGHT,Remove and Replace,10.7,10.7
NO,Model 3,7,10101812902,ASSEMBLY - RAIL TO REAR QUARTER LOWER EXTENSION - LEFT HAND,Remove and Replace,1.38,1.38
NO,Model 3,7,10101813002,ASSEMBLY - RAIL TO REAR QUARTER LOWER EXTENSION - RIGHT HAND,Remove and Replace,1.38,1.38
NO,Model 3,7,10101813502,ASSEMBLY - REAR MOTOR COVER,Remove and Replace,2.76,2.76
NO,Model 3,7,10101813602,ASSEMBLY - REAR RAIL GLOVE - LOWER,Remove and Replace,10.4,10.4
NO,Model 3,7,10101813702,ASSEMBLY - REAR RAIL UPPER - LEFT HAND,Remove and Replace,20.6,20.6
NO,Model 3,7,10101813802,ASSEMBLY - REAR RAIL UPPER - RIGHT HAND,Remove and Replace,20.6,20.6
NO,Model 3,7,10101814502,"ASSEMBLY, LAMP CAN, LEFT",Remove and Replace,5.1,5.1
NO,Model 3,7,10101814602,"ASSEMBLY, LAMP CAN, RIGHT",Remove and Replace,5.1,5.1
NO,Model 3,7,10101814702,"ASSEMBLY, TRUNK FLOOR",Remove and Replace,4.2,4.2
NO,Model 3,7,10101815102,"ASY,CROSSMEMBER HEELBOARD E-COATED",Remove and Replace,3.96,3.96
NO,Model 3,7,10101815702,PANEL - QUARTER OUTER EXTENSION PANEL - LEFT HAND,Remove and Replace,1.74,1.74
NO,Model 3,7,10101815802,PANEL - QUARTER OUTER EXTENSION PANEL - RIGHT HAND,Remove and Replace,1.74,1.74
NO,Model 3,7,10101816002,PANEL - TRUNK FLOOR EXTENSION - RIGHT,Remove and Replace,3.66,3.66
NO,Model 3,7,10101816102,"RAIL-REAR LOWER,LEFT HAND",Remove and Replace,25.15,25.15
NO,Model 3,7,10101816202,"RAIL-REAR LOWER,RIGHT HAND",Remove and Replace,25.15,25.15
NO,Model 3,7,10101822602,Third Row Seat Crossmember (Lower) Add Studs,Remove and Replace,0.3,0.3
NO,Model 3,7,10101900202,ASSEMBLY - REAR WHEELEFTOUSE OUTER EXTENSION - RIGHT,Remove and Replace,1.68,1.68
NO,Model 3,7,10101900302,"ASSEMBLY, C PILLAR EXTENSION, LEFT",Remove and Replace,15.1,15.1
NO,Model 3,7,10101900402,"ASSEMBLY, C PILLAR EXTENSION, LEFT (LOWER SECTION)",Remove and Replace,10.35,10.35
NO,Model 3,7,10101900502,"ASSEMBLY, C PILLAR EXTENSION, LEFT (UPPER SECTION)",Remove and Replace,10.0,10.0
NO,Model 3,7,10101900902,"PANEL, REAR WHEELEFTOUSE REAR STIFFENER, LEFT",Remove and Replace,8.9,8.9
NO,Model 3,7,10101909302,ASSEMBLY - REAR WHEELEFTOUSE OUTER EXTENSION - LEFT HAND,Remove and Replace,1.68,1.68
NO,Model 3,7,10101909402,ASSEMBLY - WHEELEFTOUSE EXTENSION TO SILL - RIGHT,Remove and Replace,2.46,2.46
NO,Model 3,7,10101910202,"ASY, PARCEL SHELF CROSSMEMBER",Remove and Replace,6.3,6.3
NO,Model 3,7,10101910302,"ASY, REAR TROUGH CENTER",Remove and Replace,2.04,2.04
NO,Model 3,7,10101910402,"ASY,DAMPER MOUNT RR-LEFT HAND",Remove and Replace,7.6,7.6
NO,Model 3,7,10101910502,"ASY,DAMPER MOUNT RR-RIGHT",Remove and Replace,7.6,7.6
NO,Model 3,7,10101910602,"EXTN,RR WHEELEFT HANDOUSE-LEFT HAND",Remove and Replace,2.46,2.46
NO,Model 3,7,10101910802,PANEL - REAR PARCEL SHELF EXTENSION - LEFT HAND,Remove and Replace,1.92,1.92
NO,Model 3,7,10101911202,PANEL - ROOF RAIL EXTENSION - LEFT HAND,Remove and Replace,10.65,10.65
NO,Model 3,7,10101911302,PANEL - ROOF RAIL EXTENSION - RIGHT HAND,Remove and Replace,10.65,10.65
NO,Model 3,7,10101911402,"PANEL, REAR PARCEL SHELF EXTENSION, RIGHT",Remove and Replace,1.92,1.92
NO,Model 3,7,10101911502,"PANEL, REAR WHEELEFTOUSE REAR STIFFENER, RIGHT",Remove and Replace,8.9,8.9
NO,Model 3,7,10101920902,Rear Wheel Arch (Section)- Right,Remove and Replace,10.15,10.15
NO,Model 3,7,10101921002,Rear Wheel Arch (Section) - Left,Remove and Replace,10.15,10.15
NO,Model 3,7,10101922102,Parcel Shelf Crossmember Assembly (Without Center Trough),Remove and Replace,5.64,5.64
NO,Model 3,7,10102118,Stud - Bump Stop - Lamp Can - LH (Repair),Repair,0.48,0.48
NO,Model 3,7,10102218,Stud - Bump Stop - Lamp Can - RH (Repair),Repair,0.48,0.48
NO,Model 3,7,10102318,Stud - Bump Stop - Lamp Can - Pair (Repair),Repair,0.72,0.72
NO,Model 3,7,10102900402,SILL OUTER (COMPLETE) - LEFT,Remove and Replace,37.85,37.85
NO,Model 3,7,10102900702,SILL OUTER (COMPLETE) - RIGHT,Remove and Replace,37.85,37.85
NO,Model 3,7,10102901202,SILL OUTER (REAR)- LEFT,Remove and Replace,11.9,11.9
NO,Model 3,7,10102902702,ASSEMBLY - REAR JACK PAD,Remove and Replace,10.4,10.4
NO,Model 3,7,10102904102,Sill Outer (Rear),Remove and Replace,11.9,11.9
NO,Model 3,7,10106502,Door Assembly - Rear - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10106552,Check Strap - Door - Rear - LH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,10106602,Door Assembly - Rear - RH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10106652,Check Strap - Door - Rear - RH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,10107002,Trunk (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,10107102,Power Trunk (Remove & Replace),Remove and Replace,0.9,0.9
YES,Model 3,7,10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
YES,Model 3,7,10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
YES,Model 3,7,10109008,Structural Body Repair,Repair,0.0,0.0
YES,Model 3,7,10109108,Non-Structural Body Repair,Restore,0.0,0.0
YES,Model 3,7,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
NO,Model 3,7,10203002,Glass - Rear Quarter - LH (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,10203102,Glass - Rear Quarter - RH (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,10204102,Glass - Backlight (Non-Heat Pump) (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model 3,7,10204112,Glass - Backlight (Heat Pump) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10205002,Glass - Roof - Fixed (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,10205102,Seal - Trunk Flip - Backlight (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,10206002,Sensor - Relative Humidity and Temperature (Remove & Replace),Remove and Replace,0.3,0.3
YES,Model 3,7,1027521,Assistance with Refund of Reservation,Test/Adjust,0.0,0.0
NO,Model 3,7,11330002,Actuator - Active Hood Strut - RH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,11330502,Gas Strut - Hood - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11330602,Gas Strut - Hood - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11330702,C-Clips - Strut - Hood - LH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11330712,C-Clips - Strut - Trunk - LH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11330812,C-Clips - Strut - Trunk - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11330902,Stop - Trunk - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11331522,Actuator - Active Hood Strut - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,11332902,C-Clips - Strut - Hood - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11333502,Power Strut - Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11334002,Gas Strut - Trunk - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11334102,Gas Strut - Trunk - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11339002,Stop - Trunk - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11352002,Latch - Hood (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,11352902,Striker - Hood (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11353402,Striker - Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11353702,Latch - Door - Rear - LH  (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11353802,Latch - Door - Rear - RH  (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11354002,Striker - Door - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11354102,Striker - Door - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11355002,Latch - Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11355202,Actuator - Latch - Hood - Primary (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,11355302,Actuator - Latch - Hood - Secondary (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,11355602,Switch - Trunk - Exterior (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,11355612,Switch and Camera Assembly - Exterior Release - Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11358005,Manual Release - Door - Rear - LH (Actuate),Maintenance,0.05,0.05
NO,Model 3,7,11359005,Manual Release - Door - Rear - RH (Actuate),Maintenance,0.05,0.05
NO,Model 3,7,11452002,Handle - Exterior Release - Door - Rear - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11452102,Handle - Exterior Release - Door - Rear - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11455102,Hall Sensor - Exterior Release - Door - Rear - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11456102,Hall Sensor - Exterior Release - Door - Rear - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11500102707,Rear Door Glass Bolt Torque,Modify,0.12,0.12
NO,Model 3,7,11500302,Door Glass - LH - Rear (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,11500402,Door Glass - RH - Rear (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model 3,7,11700004,Adjustment: Seal,Test/Adjust,0.2,0.2
NO,Model 3,7,11700802,Seal - B-Pillar Applique - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11700902,Seal - B-Pillar Applique - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11701402,Closeout Panel - Door - Rear - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11701502,Closeout Panel - Door - Rear - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,11701802,Seal - Hood (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,11702002,Seal - Trunk (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,11702502,Seal - Outer Belt - Rear Door - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11704402,Seal - Outer Belt - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11704502,Seal - Outer Belt - Rear Door- RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,11705402,Seal - Secondary - Rear Door - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,11705502,Seal - Secondary - Rear Door - RH (Remove & Replace),Remove and Replace,0.42,0.42
YES,Model 3,7,12000004,Adjustment: Exterior Trim,Test/Adjust,0.2,0.2
NO,Model 3,7,12010202,Noise Absorber - Motor Bay - Rear (Remove & Replace),Remove and Replace,3.72,3.72
NO,Model 3,7,12030502,Panel - Aero Shield - Rear (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12030802,Diffuser - Rear Fascia (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,12036002,Cover - Trailer Hitch (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12050602,Vehicle Configuration Badge (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12050606,Vehicle Configuration Badge (Retrofit),Retrofit,0.12,0.12
NO,Model 3,7,12050607,Vehicle Configuration Badge (Remove),Modify,0.06,0.06
NO,Model 3,7,12050702,Tesla Badge - Rear (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,12091102,Door Mirror Assembly - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,12091202,Door Mirror Assembly - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,12091702,Skull Cap - Door Mirror - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12091802,Skull Cap - Door Mirror - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12092002,Glass - Door Mirror - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12092102,Glass - Door Mirror - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12200102,Applique - B-Pillar - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12200112,Cover - Applique - B-Pillar - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12200122,Cover - Applique - B-Pillar - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,12200202,Applique - B-Pillar - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12201102,Applique - A-Pillar - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,12201112,Applique - A-Pillar - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,12202602,Cover - Rocker Panel - Lower - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12202702,Cover - Rocker Panel - Lower - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12207006,Mud Flaps (Retrofit),Retrofit,0.12,0.12
NO,Model 3,7,12207102,Mud Flap - LH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12207202,Mud Flap - RH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12207351,Self-Test for USS,Test/Adjust,0.06,0.06
NO,Model 3,7,12208006,Splash Guards (Retrofit),Retrofit,0.24,0.24
NO,Model 3,7,12208102,Splash Guard - LH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12208202,Splash Guard - RH (Remove and Replace),Remove and Replace,0.12,0.12
YES,Model 3,7,12208583,Mud Flaps (PDI Retrofit),Retrofit,0.0,0.0
NO,Model 3,7,12220402,Spoiler - Rear (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,12220407,Spoiler - Rear (Remove),Modify,0.18,0.18
NO,Model 3,7,12250902,Panel - Cowl Screen (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,12251002,Cover - Shock Tower - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12251012,Cover - Shock Tower - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12251112,Cover - Shock Tower - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,12259802,Panel - Cowl Screen (Remove & Replace) (RHD),Remove and Replace,0.3,0.3
NO,Model 3,7,12300202,Assembly - Trailer Hitch (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,12302102,ECU - Trailer Hitch (Remove and Replace),Remove and Replace,0.54,0.54
YES,Model 3,7,12302302,Ball Neck - Trailer Hitch (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,12400002,Roof Rack (Remove),Remove and Replace,0.36,0.36
NO,Model 3,7,12505714,Vehicle Wrap – Door Jambs (Add-On),Retrofit,0.0,0.0
NO,Model 3,7,12505744,Vehicle Wrap – (Removal),Retrofit,0.0,0.0
YES,Model 3,7,13000004,Diagnosis: Seats,Test/Adjust,0.5,0.5
NO,Model 3,7,13010202,Seat Track Assembly - 1st Row - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,13011202,Motor - Seat Track - Driver Seat (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,13011502,Motor - Seat Tilt - Driver Seat (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,13011602,Motor - Seat Height - Driver Seat (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,13011822,Cover - Rear - Seat Track - 1st Row Seat (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13015102,Switch - Back Rest and Cushion Adjust - Driver Seat (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13018102,Button - Cushion Adjust - Driver Seat (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13020300501,Giorgi Test,Remove and Install,0.6,0.6
NO,Model 3,7,13020300502,Giorgi Test,Remove and Replace,0.6,0.6
NO,Model 3,7,13040102,1st Row Seat Assembly - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,13040202,1st Row Seat Assembly - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,13041002,Shell - Seat Back - Driver (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13042002,Trim - Headrest - Driver (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13050902,Trim - Headrest - 2nd Row - Center (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13051002,Seat Cushion - Lower - 2nd Row (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13052002,Rail - 2nd Row - Outer - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,13052102,Rail - 2nd Row - Outer - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,13053502,Cap - HV - Ancillary Bay (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13053602,Cap - 12V - Ancillary Bay (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13054002,Seat Back Assembly - 2nd Row - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,13054012,Handle - Seat Back - 2nd Row - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13054102,Seat Back Assembly - 2nd Row - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,13054112,Handle - Seat Back - 2nd Row - RH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13055102,Bolster - Outer - Seat - 2nd Row - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13055202,Bolster - Outer - Seat - 2nd Row - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13055302,Bezel - Handle - Seat Back - 2nd Row - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13055402,Bezel - Handle - Seat Back - 2nd Row - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13055902,Latch - Seat Back - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13056002,Latch - Seat Back - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13056302,Striker - Seat Back - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,13056402,Striker - Seat Back - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,13056902,Clip - Seat Cushion- Lower- 2nd Row -LH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,13057102,Pivot Sleeve - Seat Back - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,13057202,Pivot Sleeve - Seat Back - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13058002,Armrest - 2nd Row (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13058012,Closeout - Armrest - 2nd Row (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,13070102,Foam - Cushion - Driver Seat (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,13071122,Suspension - Seat Cushion - Driver Seat (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,13072002,Trim - Seat Back - Driver Seat (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,13072202,Trim - Cushion - Driver Seat (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13072602,Foam - Seat Back - Driver Seat (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,13081002,Cover - Seat Back - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,13081102,Cover - Seat Back - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.6,0.6
YES,Model 3,7,14050002,USB Drive,Remove and Replace,0.06,0.06
NO,Model 3,7,14051002,Glove Box (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,14051012,Glove Box (Without Knee Airbags) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,14051022,Glove Box - With Knee Airbag (Heat Pump) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,14051102,Solenoid - Glove Box (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,14051202,Damper - Glove Box (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,14051302,NVH Pad - Glove Box (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,14052122,IP Carrier (RHD) (Remove and Replace),Remove and Replace,2.16,2.16
NO,Model 3,7,14052202,Cross Car Beam (LHD) (Remove & Replace),Remove and Replace,3.6,3.6
NO,Model 3,7,14055102,End Cap - Air Wave - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,14055202,End Cap - Air Wave - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,14055212,Cross Car Beam (RHD) (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model 3,7,14055302,Cover - Footwell - Driver (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,14055402,Cover - Footwell - Passenger (LHD) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,14055412,Cover - Footwell - Passenger (RHD) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,14056002,Cover - Knee Airbag - Driver (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,14056302,Glove Box (Without Knee Airbags) (Remove & Replace) （RHD）,Remove and Replace,0.24,0.24
NO,Model 3,7,15050202,Mirror - Rear View (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15050212,Bezel - Rear View Mirror (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15050402,Assembly - Mirror - Sun Visor - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15050702,Assembly - Mirror - Sun Visor - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,15050902,Quad Camera Cover – Lower (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model 3,7,15051002,Sun Visor - Driver (Remove & Replace),Remove and Replace,0.06,0.06
